"int.f0","man.dm.f0","int.r1","wt.r1","air.temp.r1","wind.wt.r1","wind.bLS.r1","man.dm.r1","man.ph.r1","int.r2","rain.rate.r2","wt.r3","wind.wt.r3","air.temp.r3","man.ph.r3","int.r3","pmid"
0.186207047378088,0.399670699937794,-1.06785569857854,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.91221747866197,0.394021556916743,NA,NA,0.0856741082131309,0.238,-2.91336016334505,"1904"
0.0580440728606617,0.399670699937794,-1.07072964481578,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-2.20702531025321,0.394021556916743,NA,NA,0.0821052989762697,0.238,-2.99594905440239,"1905"
0.137052079984969,0.399670699937794,-1.06208086544275,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-2.52648325538899,0.394021556916743,NA,NA,0.0713872655273544,0.238,-2.96245274518593,"1906"
0.659345072561119,0.399670699937794,-1.2429530496046,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.33271084935022,0.394021556916743,NA,NA,0.0827192423450265,0.238,-3.00574279615613,"1907"
-0.154229309990595,0.399670699937794,-1.10477388111264,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.87365678903371,0.394021556916743,NA,NA,0.0827533681723884,0.238,-3.10128820259706,"1908"
0.566521800614767,0.399670699937794,-1.18561533121695,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.45897799715289,0.394021556916743,NA,NA,0.0847523609141293,0.238,-3.01154293188089,"1909"
0.135227972692675,0.399670699937794,-1.02525700524674,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.80270289170205,0.394021556916743,NA,NA,0.0891817862067272,0.238,-3.11851428335957,"1910"
0.873089625475627,0.399670699937794,-1.57084369520698,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.484262488092,0.394021556916743,NA,NA,0.0625679676323154,0.238,-3.38760607615002,"1911"
3.83429810608491,0.399670699937794,-1.60831859940921,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.32150488162599,0.394021556916743,NA,NA,0.0713623067685077,0.238,-3.33571414256349,"1912"
1.144239398785,0.399670699937794,-1.48202340969468,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.43574488021296,0.394021556916743,NA,NA,0.0636074549649499,0.238,-3.32695718015393,"1913"
1.32011207206466,0.399670699937794,-1.71253922030253,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.34257363718285,0.394021556916743,NA,NA,0.0721514303044871,0.238,-3.57980384631859,"1914"
3.1359697149788,0.399670699937794,-1.66677004540221,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.38530777499949,0.394021556916743,NA,NA,0.055216328997414,0.238,-3.33321108738532,"1915"
1.67974615859697,0.399670699937794,-1.50159587648309,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.48344213939498,0.394021556916743,NA,NA,0.0770371021690642,0.238,-3.30975989992648,"1916"
0.381470836299129,0.399670699937794,-1.2879344648698,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-2.49638540089394,0.394021556916743,NA,NA,0.0796878278094282,0.238,-3.35145617788266,"1917"
-0.113889851588938,0.399670699937794,-0.64245113352882,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.70074436860051,0.394021556916743,NA,NA,-0.00248317950834252,0.238,-3.14185762638471,"1918"
-0.663485599336531,0.399670699937794,-0.605739234081237,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-2.44994927309806,0.394021556916743,NA,NA,0.000689951074612978,0.238,-3.13071948184086,"1919"
0.672031559095438,0.399670699937794,-0.839645780773774,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.45717438690663,0.394021556916743,NA,NA,-0.00234711846471611,0.238,-3.22726258102872,"1920"
-0.108861334383614,0.399670699937794,-0.63835992775767,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.78330920835712,0.394021556916743,NA,NA,-0.0105446255984378,0.238,-3.21971995583923,"1921"
0.160631296668467,0.399670699937794,-0.964394974299247,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.49779892886996,0.394021556916743,NA,NA,0.0204023373231261,0.238,-3.15729525256911,"1922"
0.0585242104028445,0.399670699937794,-0.531209126167076,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.99170915845915,0.394021556916743,NA,NA,-0.0114222884439434,0.238,-3.14547777193546,"1923"
0.826526889100053,0.399670699937794,-0.984377206737806,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.56678478364684,0.394021556916743,NA,NA,0.00754816371764918,0.238,-3.16113058904648,"1924"
1.67065881916375,0.399670699937794,-0.75556703809835,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.37603606253092,0.394021556916743,NA,NA,-0.0135915245605429,0.238,-3.31917571921608,"1925"
-0.348977044921144,0.399670699937794,-1.5564703481995,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.51760272901838,0.394021556916743,NA,NA,0.0273579180015097,0.238,-3.27272661293792,"1935"
0.284027564988482,0.399670699937794,-1.51324930032647,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.89330145014332,0.394021556916743,NA,NA,0.0728323810409286,0.238,-3.15819530380068,"1936"
-0.309715638128718,0.399670699937794,-1.07391552879245,NA,0.0735426766754151,NA,NA,-0.139881887708132,0.665,-1.66257471923006,0.394021556916743,NA,NA,0.139788711348727,0.238,-3.05320672470692,"1938"
